id,type,date,date_unixtime,actor,actor_id,action,title,text,text_entities,members,new_icon_emoji_id,from,from_id,file,file_name,file_size,thumbnail,thumbnail_file_size,media_type,sticker_emoji,mime_type,width,height,reply_to_message_id,edited,edited_unixtime,reactions,photo,photo_file_size,forwarded_from,forwarded_from_id,duration_seconds
1327,message,2024-11-22T18:39:04,1732268344,,,,,대부분 미딩쪽에 밀집해 있으니 방문시간만 피크때 들리시면 되세요,"[{""type"": ""plain"", ""text"": ""대부분 미딩쪽에 밀집해 있으니 방문시간만 피크때 들리시면 되세요""}]",,,베트남 이장,user8177527023,,,,,,,,,,,1326,,,,,,,,
1328,message,2024-11-22T18:39:08,1732268348,,,,,,[],,,베트남 이장,user8177527023,(File not included. Change data exporting settings to download.),sticker.webp,12110,(File not included. Change data exporting settings to download.),6886,sticker,💬,image/webp,512,512,,,,,,,,,
1329,message,2024-11-22T18:39:25,1732268365,,,,,어디보다는 언제가 중하긴 합니다,"[{""type"": ""plain"", ""text"": ""어디보다는 언제가 중하긴 합니다""}]",,,베트남 이장,user8177527023,,,,,,,,,,,,,,,,,,,
1330,message,2024-11-22T18:51:34,1732269094,,,,,누구도 중요함. 섹파가 마음에 들어서 세계평화가 옴,"[{""type"": ""plain"", ""text"": ""누구도 중요함. 섹파가 마음에 들어서 세계평화가 옴""}]",,,Bruce Don Gral Lee,user563124383,,,,,,,,,,,1329,,,,,,,,
1331,message,2024-11-22T18:52:03,1732269123,,,,,,[],,,베트남 이장,user8177527023,(File not included. Change data exporting settings to download.),sticker.webp,50800,(File not included. Change data exporting settings to download.),26980,sticker,💬,image/webp,489,512,,,,,,,,,
1332,message,2024-11-22T21:06:45,1732277205,,,,,하노이 마렵네요,"[{""type"": ""plain"", ""text"": ""하노이 마렵네요""}]",,,-Boat U,user863661077,,,,,,,,,,,,,,,,,,,
1333,message,2024-11-22T21:09:57,1732277397,,,,,호안끼엠 맥주거리 근처에 있는 싸구려 스테이크+연어스테이크+쭉벅맥주가 가끔 생각나면 비행기표를 살까말까고민합니다 ㅋㅋㅋ,"[{""type"": ""plain"", ""text"": ""호안끼엠 맥주거리 근처에 있는 싸구려 스테이크+연어스테이크+쭉벅맥주가 가끔 생각나면 비행기표를 살까말까고민합니다 ㅋㅋㅋ""}]",,,-Boat U,user863661077,,,,,,,,,,,,2024-11-23T20:35:19,1732361719,"[{""type"": ""emoji"", ""count"": 1, ""emoji"": ""👍"", ""recent"": [{""from"": ""engine 309"", ""from_id"": ""user5771866586"", ""date"": ""2024-11-23T20:35:20""}]}]",,,,,
1334,message,2024-11-22T21:13:26,1732277606,,,,,마려우면 쏘세요,"[{""type"": ""plain"", ""text"": ""마려우면 쏘세요""}]",,,베트남 이장,user8177527023,,,,,,,,,,,1332,2024-11-22T21:42:46,1732279366,"[{""type"": ""emoji"", ""count"": 1, ""emoji"": ""👍"", ""recent"": [{""from"": ""-Boat U"", ""from_id"": ""user863661077"", ""date"": ""2024-11-22T21:42:46""}]}]",,,,,
1335,message,2024-11-22T21:13:28,1732277608,,,,,,[],,,베트남 이장,user8177527023,(File not included. Change data exporting settings to download.),sticker.webp,12110,(File not included. Change data exporting settings to download.),6886,sticker,💬,image/webp,512,512,,,,,,,,,
1336,message,2024-11-22T21:16:58,1732277818,,,,,,[],,,-Boat U,user863661077,,,,,,,,,650,1280,,,,,(File not included. Change data exporting settings to download.),68324,,,
1337,message,2024-11-22T21:17:11,1732277831,,,,,이게 한국에 없어서 ㅋㅋㅋ,"[{""type"": ""plain"", ""text"": ""이게 한국에 없어서 ㅋㅋㅋ""}]",,,-Boat U,user863661077,,,,,,,,,,,,,,,,,,,
1338,message,2024-11-22T21:17:24,1732277844,,,,,이거먹으러 가야겠슴다 ㅋㅋ,"[{""type"": ""plain"", ""text"": ""이거먹으러 가야겠슴다 ㅋㅋ""}]",,,-Boat U,user863661077,,,,,,,,,,,,,,,,,,,
1339,message,2024-11-22T21:26:54,1732278414,,,,,,[],,,베트남 이장,user8177527023,(File not included. Change data exporting settings to download.),sticker.webp,50800,(File not included. Change data exporting settings to download.),26980,sticker,💬,image/webp,489,512,,,,,,,,,
1340,message,2024-11-22T21:57:44,1732280264,,,,,,[],,,베트남 이장,user8177527023,(File not included. Change data exporting settings to download.),sticker.webp,48484,(File not included. Change data exporting settings to download.),26766,sticker,💬,image/webp,512,500,,,,,,,,,
1341,message,2024-11-22T21:58:12,1732280292,,,,,오늘은 싸고싶다,"[{""type"": ""plain"", ""text"": ""오늘은 싸고싶다""}]",,,베트남 이장,user8177527023,,,,,,,,,,,,,,,,,,,
1342,message,2024-11-22T22:19:09,1732281549,,,,,그것먹고 또 싸고,"[{""type"": ""plain"", ""text"": ""그것먹고 또 싸고""}]",,,Bruce Don Gral Lee,user563124383,,,,,,,,,,,1338,,,,,,,,
1343,service,2024-11-22T22:19:59,1732281599,Marco Anh,user8051077933,invite_members,,,[],"[""Marco Anh""]",,,,,,,,,,,,,,,,,,,,,,
1345,message,2024-11-22T23:39:11,1732286351,,,,,고수님들 10시 넘어서 하노이 화끈하게 즐길만한곳 추천부탁드립니다,"[{""type"": ""plain"", ""text"": ""고수님들 10시 넘어서 하노이 화끈하게 즐길만한곳 추천부탁드립니다""}]",,,David Kim,user1609177800,,,,,,,,,,,,,,,,,,,
1346,message,2024-11-22T23:41:14,1732286474,,,,,한번 진상은 고쳐써도 진상이라니 ㅋㅋ 매몰차게 거절할걸 씨부레,"[{""type"": ""plain"", ""text"": ""한번 진상은 고쳐써도 진상이라니 ㅋㅋ 매몰차게 거절할걸 씨부레""}]",,,Yes,user1434081860,,,,,,,,,,,,2024-11-22T23:41:20,1732286480,,,,,,
1347,message,2024-11-22T23:41:30,1732286490,,,,,그놈의 혹시나 하는 마음,"[{""type"": ""plain"", ""text"": ""그놈의 혹시나 하는 마음""}]",,,Yes,user1434081860,,,,,,,,,,,,,,,,,,,
1348,message,2024-11-22T23:41:43,1732286503,,,,,오늘같은날은 주말이라 어디든 빨리가서 적당한 애들 골라서 노시는게 현명,"[{""type"": ""plain"", ""text"": ""오늘같은날은 주말이라 어디든 빨리가서 적당한 애들 골라서 노시는게 현명""}]",,,베트남 이장,user8177527023,,,,,,,,,,,1345,,,,,,,,
1349,message,2024-11-22T23:41:45,1732286505,,,,,,[],,,베트남 이장,user8177527023,(File not included. Change data exporting settings to download.),sticker.webp,50800,(File not included. Change data exporting settings to download.),26980,sticker,💬,image/webp,489,512,,,,,,,,,
1350,message,2024-11-22T23:48:20,1732286900,,,,,일단 마인드 좋은 처자로 골라서,"[{""type"": ""plain"", ""text"": ""일단 마인드 좋은 처자로 골라서""}]",,,Bruce Don Gral Lee,user563124383,,,,,,,,,,,1348,,,,,,,,
1351,service,2024-11-23T00:46:45,1732290405,Dani,user458597675,invite_members,,,[],"[""Dani""]",,,,,,,,,,,,,,,,,,,,,,
1353,service,2024-11-23T08:54:24,1732319664,볼랭,user2040167885,invite_members,,,[],"[""볼랭""]",,,,,,,,,,,,,,,,,,,,,,
1355,service,2024-11-23T09:20:12,1732321212,Mins,user5665232863,invite_members,,,[],"[""Mins""]",,,,,,,,,,,,,,,,,,,,,,
1357,service,2024-11-23T10:48:54,1732326534,Jason Lee,user5784431007,invite_members,,,[],"[""Jason Lee""]",,,,,,,,,,,,,,,,,,,,,,
1359,message,2024-11-23T11:40:58,1732329658,,,,,어서오세요,"[{""type"": ""plain"", ""text"": ""어서오세요""}]",,,Bruce Don Gral Lee,user563124383,,,,,,,,,,,,,,,,,,,
